comment,cleaned_comments,Tagged
"برای بستن سیستم highend بهتربن گزینه است .بدلیل اینکه بالاترین فرکانس ocبین cpuهای اینتل را دارا میباشد.12مگ کش.بقولا اولین 6هسته ایه 12رشته ایه اینتله ولی !!همانند نسل قبل های لیتو گرافی 14nmدارد . بدلیل اینکه نسل 8باید از مادر برد های z370استفاده کنیم که اینجا مقرون بصرفه بودن این cpuاز بین میره.130وات لازم داره!! و تفاوتش با 8700معمولی توی فرکانسشه و وات مصرفیش(اون65).
در گیمینگ بین این cpu و R5 1600 تفاوت ناچیزی وجود داره. مگر اینکه بخاید 4kبازی کنید که بازم 1600خوبه.ولی وقتی جیب شما میخاد حرف بزنه میگه اون با نصف قیمت بصرفه تره بجاش بودجه گرافیک بیشتر میشه","برای بستن سیستم highend بهتربن گزینه است بدلیل اینکه بالاترین فرکانس ocبین cpuهای اینتل را دارا می‌باشد۱۲ مگ کش بقولا اولین ۶ هسته ایه ۱۲ رشته ایه اینتله ولی همانند نسل قبل‌های لیتو گرافی ۱۴ nmدارد بدلیل اینکه نسل ۸ باید از مادر برد‌های z ۳۷۰ استفاده کنیم که اینجا مقرون بصرفه بودن این cpuاز بین میره۱۳۰ وات لازم داره و تفاوتش با ۸۷۰۰ معمولی توی فرکانسشه و وات مصرفیش اون ۶۵ 
در گیمینگ بین این cpu و R ۵ ۱۶۰۰ تفاوت ناچیزی وجود داره مگر اینکه بخاید ۴ kبازی کنید که بازم ۱۶۰۰ خوبه ولی وقتی جیب شما میخاد حرف بزنه میگه اون با نصف قیمت بصرفه تره بجاش بودجه گرافیک بیشتر میشه","[('برای', 'ADP,EZ'), ('بستن', 'NOUN,EZ'), ('سیستم', 'NOUN,EZ'), ('highend', 'NOUN'), ('بهتربن', 'NOUN'), ('گزینه', 'NOUN'), ('است', 'VERB'), ('بدلیل', 'ADP,EZ'), ('اینکه', 'CCONJ'), ('بالاترین', 'ADJ'), ('فرکانس', 'NOUN,EZ'), ('ocبین', 'ADJ,EZ'), ('cpuهای', 'NOUN,EZ'), ('اینتل', 'NOUN'), ('را', 'ADP'), ('دارا', 'ADJ'), ('می\u200cباشد', 'VERB'), ('۱۲', 'NUM'), ('مگ', 'NOUN'), ('کش', 'NOUN'), ('بقولا', 'NOUN'), ('اولین', 'NUM'), ('۶', 'NUM'), ('هسته', 'NOUN,EZ'), ('ایه', 'NOUN'), ('۱۲', 'NUM'), ('رشته', 'NOUN,EZ'), ('ایه', 'NOUN,EZ'), ('اینتله', 'NOUN'), ('ولی', 'CCONJ'), ('همانند', 'ADV,EZ'), ('نسل', 'NOUN,EZ'), ('قبل\u200cهای', 'NOUN,EZ'), ('لیتو', 'NOUN'), ('گرافی', 'NOUN'), ('۱۴', 'NUM'), ('nmدارد', 'NOUN'), ('بدلیل', 'ADP,EZ'), ('اینکه', 'CCONJ'), ('نسل', 'NOUN,EZ'), ('۸', 'NUM'), ('باید', 'VERB'), ('از', 'ADP'), ('مادر', 'NOUN,EZ'), ('برد\u200cهای', 'NOUN,EZ'), ('z', 'NOUN'), ('۳۷۰', 'NUM'), ('استفاده', 'NOUN'), ('کنیم', 'VERB'), ('که', 'SCONJ'), ('اینجا', 'ADV'), ('مقرون', 'ADJ'), ('بصرفه', 'VERB'), ('بودن', 'NOUN,EZ'), ('این', 'DET'), ('cpuاز', 'NOUN'), ('بین', 'ADP,EZ'), ('میره', 'NOUN,EZ'), ('۱۳۰', 'NUM'), ('وات', 'NOUN'), ('لازم', 'ADJ'), ('داره', 'VERB'), ('و', 'CCONJ'), ('تفاوتش', 'NOUN'), ('با', 'ADP'), ('۸۷۰۰', 'NUM'), ('معمولی', 'ADJ'), ('توی', 'ADP,EZ'), ('فرکانسشه', 'NOUN'), ('و', 'CCONJ'), ('وات', 'NOUN'), ('مصرفیش', 'NOUN,EZ'), ('اون', 'DET'), ('۶۵', 'NUM'), ('در', 'ADP'), ('گیمینگ', 'NOUN'), ('بین', 'ADP,EZ'), ('این', 'DET'), ('cpu', 'NOUN'), ('و', 'CCONJ'), ('R', 'NOUN'), ('۵', 'NUM'), ('۱۶۰۰', 'NUM'), ('تفاوت', 'NOUN,EZ'), ('ناچیزی', 'ADJ'), ('وجود', 'NOUN'), ('داره', 'VERB'), ('مگر', 'ADV'), ('اینکه', 'CCONJ'), ('بخاید', 'VERB'), ('۴', 'NUM'), ('kبازی', 'NOUN'), ('کنید', 'VERB'), ('که', 'SCONJ'), ('بازم', 'VERB'), ('۱۶۰۰', 'NUM'), ('خوبه', 'VERB'), ('ولی', 'CCONJ'), ('وقتی', 'SCONJ'), ('جیب', 'NOUN,EZ'), ('شما', 'PRON'), ('میخاد', 'NOUN'), ('حرف', 'NOUN'), ('بزنه', 'VERB'), ('میگه', 'VERB'), ('اون', 'DET'), ('با', 'ADP'), ('نصف', 'NUM,EZ'), ('قیمت', 'NOUN,EZ'), ('بصرفه', 'ADJ,EZ'), ('تره', 'NOUN,EZ'), ('بجاش', 'ADJ'), ('بودجه', 'NOUN,EZ'), ('گرافیک', 'NOUN,EZ'), ('بیشتر', 'ADJ,EZ'), ('میشه', 'NOUN')]"
"وقتی قدر پولت رو‌بدونی بهش ارزش بدی انتخاب هاتم درست میشه.
این یکی از کالاهایی که ارزش هرید بالا نسبت به قیمتش داره و نیازتون‌رو‌برطرف میکنه که هیچ.حس اینو بهتون میده که سازنده برای شما ارزش قائله","وقتی قدر پولت رو‌بدونی بهش ارزش بدی انتخاب هاتم درست میشه 
این یکی از کالاهایی که ارزش هرید بالا نسبت به قیمتش داره و نیازتون‌رو‌برطرف میکنه که هیچ حس اینو بهتون میده که سازنده برای شما ارزش قائله","[('وقتی', 'SCONJ'), ('قدر', 'NOUN,EZ'), ('پولت', 'NOUN,EZ'), ('رو\u200cبدونی', 'ADJ'), ('بهش', 'ADP'), ('ارزش', 'NOUN,EZ'), ('بدی', 'ADJ'), ('انتخاب', 'NOUN,EZ'), ('هاتم', 'NOUN'), ('درست', 'ADV'), ('میشه', 'VERB'), ('این', 'DET'), ('یکی', 'NUM'), ('از', 'ADP'), ('کالاهایی', 'NOUN'), ('که', 'SCONJ'), ('ارزش', 'NOUN,EZ'), ('هرید', 'NOUN'), ('بالا', 'ADJ'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('قیمتش', 'NOUN'), ('داره', 'VERB'), ('و', 'CCONJ'), ('نیازتون\u200cرو\u200cبرطرف', 'NOUN'), ('میکنه', 'VERB'), ('که', 'SCONJ'), ('هیچ', 'DET'), ('حس', 'NOUN,EZ'), ('اینو', 'PRON'), ('بهتون', 'ADP'), ('میده', 'VERB'), ('که', 'SCONJ'), ('سازنده', 'ADJ'), ('برای', 'ADP,EZ'), ('شما', 'PRON'), ('ارزش', 'NOUN,EZ'), ('قائله', 'NOUN')]"
امروز به دستم رسید . موقع انداختنش که دفعه ی اولم بود یکم سخت بود ولی اخرش خوب چسبید. تا حالا اندازه ی نصف قیمت گوشی واسه ضدخشا هزینه کردم با قیمتای 3برابر یا بیشتر اما میتونم بگم این بهترینننننش بود. لبه هاش اصلا بلند نشدن این دفعه برعکس همیشه که بلند میشد و تو ذوق میزد. بازم دو تا دیگه سفارش میدم. پیشنهاد میکنم به همه,امروز به دستم رسید موقع انداختنش که دفعه‌ی اولم بود یکم سخت بود ولی اخرش خوب چسبید تا حالا اندازه‌ی نصف قیمت گوشی واسه ضدخشا هزینه کردم با قیمتای ۳ برابر یا بیشتر اما میتونم بگم این بهتریننش بود لبه هاش اصلا بلند نشدن این دفعه برعکس همیشه که بلند می‌شد و تو ذوق می‌زد بازم دو تا دیگه سفارش میدم پیشنهاد می‌کنم به همه,"[('امروز', 'ADV'), ('به', 'ADP'), ('دستم', 'NOUN'), ('رسید', 'VERB'), ('موقع', 'NOUN,EZ'), ('انداختنش', 'NOUN'), ('که', 'SCONJ'), ('دفعه\u200cی', 'NOUN,EZ'), ('اولم', 'NOUN'), ('بود', 'VERB'), ('یکم', 'NUM'), ('سخت', 'ADJ'), ('بود', 'VERB'), ('ولی', 'CCONJ'), ('اخرش', 'NOUN'), ('خوب', 'ADJ'), ('چسبید', 'VERB'), ('تا', 'SCONJ'), ('حالا', 'ADV'), ('اندازه\u200cی', 'NOUN,EZ'), ('نصف', 'NUM,EZ'), ('قیمت', 'NOUN,EZ'), ('گوشی', 'NOUN,EZ'), ('واسه', 'NOUN,EZ'), ('ضدخشا', 'ADJ'), ('هزینه', 'NOUN'), ('کردم', 'VERB'), ('با', 'ADP'), ('قیمتای', 'NOUN,EZ'), ('۳', 'NUM'), ('برابر', 'NOUN'), ('یا', 'CCONJ'), ('بیشتر', 'ADJ'), ('اما', 'CCONJ'), ('میتونم', 'VERB'), ('بگم', 'VERB'), ('این', 'DET'), ('بهتریننش', 'NOUN'), ('بود', 'VERB'), ('لبه', 'NOUN,EZ'), ('هاش', 'NOUN'), ('اصلا', 'ADV'), ('بلند', 'ADJ'), ('نشدن', 'NOUN,EZ'), ('این', 'DET'), ('دفعه', 'NOUN'), ('برعکس', 'ADV'), ('همیشه', 'ADV'), ('که', 'SCONJ'), ('بلند', 'ADJ'), ('می\u200cشد', 'VERB'), ('و', 'CCONJ'), ('تو', 'PRON'), ('ذوق', 'NOUN'), ('می\u200cزد', 'VERB'), ('بازم', 'CCONJ'), ('دو', 'NUM'), ('تا', 'ADP'), ('دیگه', 'PRON'), ('سفارش', 'NOUN'), ('میدم', 'VERB'), ('پیشنهاد', 'NOUN'), ('می\u200cکنم', 'VERB'), ('به', 'ADP'), ('همه', 'DET,EZ')]"
در کل خوبه نصبش هم خیلی راحته فقط چیزی که منو یه کم دلسرد کرد رنگ چرمی محصول بود که به مشکی بودن داخل عکس نیست و حالت ذغالی داره,در کل خوبه نصبش هم خیلی راحته فقط چیزی که منو یه کم دلسرد کرد رنگ چرمی محصول بود که به مشکی بودن داخل عکس نیست و حالت ذغالی داره,"[('در', 'ADP'), ('کل', 'NOUN'), ('خوبه', 'VERB'), ('نصبش', 'NOUN'), ('هم', 'CCONJ'), ('خیلی', 'ADV'), ('راحته', 'ADJ'), ('فقط', 'ADV'), ('چیزی', 'NOUN'), ('که', 'SCONJ'), ('منو', 'PRON'), ('یه', 'VERB'), ('کم', 'ADV'), ('دلسرد', 'ADJ'), ('کرد', 'VERB'), ('رنگ', 'NOUN,EZ'), ('چرمی', 'ADJ'), ('محصول', 'NOUN'), ('بود', 'VERB'), ('که', 'SCONJ'), ('به', 'ADP'), ('مشکی', 'ADJ'), ('بودن', 'NOUN,EZ'), ('داخل', 'ADP,EZ'), ('عکس', 'NOUN'), ('نیست', 'VERB'), ('و', 'CCONJ'), ('حالت', 'NOUN,EZ'), ('ذغالی', 'NOUN'), ('داره', 'VERB')]"
"چند روزه که به دستم رسیده . بسته بندیش هم فوق العاده بود. قیمتشم خیلی مناسبه وای که خیلی خوبه و خوش دسته انقدر نرمه که ادم حس نمیکنه گوشی دستشه اصلااااا حتما رنگای دیگشم از همشون سفارش میدم بعد از 5تا کاور برا گوشیم که همشون ضدخشو بلند میکردن این اصلا اونطور نبود و خیلی خوب بود
 رنگ مشکیشو من گرفتم خیلی شیکه","چند روزه که به دستم رسیده بسته بندیش هم فوق‌العاده بود قیمتشم خیلی مناسبه وای که خیلی خوبه و خوش دسته انقدر نرمه که ادم حس نمیکنه گوشی دستشه اصلا حتما رنگای دیگشم از همشون سفارش میدم بعد از ۵ تا کاور برا گوشیم که همشون ضدخشو بلند میکردن این اصلا اونطور نبود و خیلی خوب بود
رنگ مشکیشو من گرفتم خیلی شیکه","[('چند', 'DET'), ('روزه', 'NOUN'), ('که', 'SCONJ'), ('به', 'ADP'), ('دستم', 'NOUN'), ('رسیده', 'VERB'), ('بسته', 'CCONJ'), ('بندیش', 'NOUN'), ('هم', 'CCONJ'), ('فوق\u200cالعاده', 'ADJ'), ('بود', 'VERB'), ('قیمتشم', 'NOUN'), ('خیلی', 'ADV'), ('مناسبه', 'NOUN,EZ'), ('وای', 'NOUN'), ('که', 'SCONJ'), ('خیلی', 'ADV'), ('خوبه', 'VERB'), ('و', 'CCONJ'), ('خوش', 'ADJ,EZ'), ('دسته', 'NOUN'), ('انقدر', 'NOUN,EZ'), ('نرمه', 'ADJ'), ('که', 'SCONJ'), ('ادم', 'NOUN'), ('حس', 'NOUN'), ('نمیکنه', 'VERB'), ('گوشی', 'NOUN,EZ'), ('دستشه', 'NOUN'), ('اصلا', 'ADV'), ('حتما', 'ADV'), ('رنگای', 'NOUN,EZ'), ('دیگشم', 'PRON'), ('از', 'ADP'), ('همشون', 'NOUN,EZ'), ('سفارش', 'NOUN'), ('میدم', 'VERB'), ('بعد', 'ADP'), ('از', 'ADP'), ('۵', 'NUM'), ('تا', 'ADP'), ('کاور', 'NOUN'), ('برا', 'ADP'), ('گوشیم', 'VERB'), ('که', 'SCONJ'), ('همشون', 'NOUN,EZ'), ('ضدخشو', 'ADJ'), ('بلند', 'ADJ,EZ'), ('میکردن', 'NOUN,EZ'), ('این', 'PRON'), ('اصلا', 'ADV'), ('اونطور', 'NOUN'), ('نبود', 'VERB'), ('و', 'CCONJ'), ('خیلی', 'ADV'), ('خوب', 'ADJ'), ('بود', 'VERB'), ('رنگ', 'NOUN,EZ'), ('مشکیشو', 'NOUN'), ('من', 'PRON'), ('گرفتم', 'VERB'), ('خیلی', 'ADV'), ('شیکه', 'ADJ')]"
واقعا کفش خوب و راحتیه,واقعا کفش خوب و راحتیه,"[('واقعا', 'ADV'), ('کفش', 'NOUN,EZ'), ('خوب', 'ADJ'), ('و', 'CCONJ'), ('راحتیه', 'NOUN')]"
"خیلی خوبه فقط من فکر میکنم سامسونگ پول برند رو میگیره و این پول زیاده برای عینک واقعیت مجازی ک ن هدفون داره ن ریموت کنترل 
باز اگه تو پشنهاد ویژه قرار بدید ادم میتونه تهیه کنه‌.
گوشی خود من سامسونگ s7 فلت هستش و این مدل خیلی ب گوشی من سازگاره فقط خیلی گرونه . مدل ریموت دارش هم ک اصلا نمیصرفه","خیلی خوبه فقط من فکر می‌کنم سامسونگ پول برند رو میگیره و این پول زیاده برای عینک واقعیت مجازی ک ن هدفون داره ن ریموت کنترل
باز اگه تو پشنهاد ویژه قرار بدید ادم میتونه تهیه کنه 
گوشی خود من سامسونگ s ۷ فلت هستش و این مدل خیلی ب گوشی من سازگاره فقط خیلی گرونه مدل ریموت دارش هم ک اصلا نمیصرفه","[('خیلی', 'ADV'), ('خوبه', 'VERB'), ('فقط', 'ADV'), ('من', 'PRON'), ('فکر', 'NOUN'), ('می\u200cکنم', 'VERB'), ('سامسونگ', 'NOUN'), ('پول', 'NOUN'), ('برند', 'VERB'), ('رو', 'NOUN'), ('میگیره', 'VERB'), ('و', 'CCONJ'), ('این', 'DET'), ('پول', 'NOUN'), ('زیاده', 'ADJ'), ('برای', 'ADP,EZ'), ('عینک', 'NOUN'), ('واقعیت', 'NOUN,EZ'), ('مجازی', 'ADJ,EZ'), ('ک', 'NOUN'), ('ن', 'NOUN'), ('هدفون', 'NOUN'), ('داره', 'VERB'), ('ن', 'NOUN'), ('ریموت', 'NOUN'), ('کنترل', 'NOUN'), ('باز', 'VERB'), ('اگه', 'SCONJ'), ('تو', 'PRON'), ('پشنهاد', 'NOUN,EZ'), ('ویژه', 'ADJ'), ('قرار', 'NOUN'), ('بدید', 'VERB'), ('ادم', 'NOUN'), ('میتونه', 'NOUN'), ('تهیه', 'NOUN'), ('کنه', 'VERB'), ('گوشی', 'NOUN,EZ'), ('خود', 'PRON,EZ'), ('من', 'PRON'), ('سامسونگ', 'NOUN'), ('s', 'NOUN'), ('۷', 'NUM'), ('فلت', 'NOUN'), ('هستش', 'VERB'), ('و', 'CCONJ'), ('این', 'DET'), ('مدل', 'NOUN,EZ'), ('خیلی', 'DET'), ('ب', 'NOUN'), ('گوشی', 'NOUN,EZ'), ('من', 'PRON'), ('سازگاره', 'NOUN'), ('فقط', 'ADV'), ('خیلی', 'ADV'), ('گرونه', 'ADV'), ('مدل', 'NOUN,EZ'), ('ریموت', 'NOUN'), ('دارش', 'NOUN'), ('هم', 'CCONJ'), ('ک', 'NOUN'), ('اصلا', 'ADV'), ('نمیصرفه', 'VERB')]"
تنها ضعف گوشی باتریشه که خیلی زود تموم میشه.,تنها ضعف گوشی باتریشه که خیلی زود تموم میشه,"[('تنها', 'ADV'), ('ضعف', 'NOUN,EZ'), ('گوشی', 'NOUN,EZ'), ('باتریشه', 'NOUN'), ('که', 'SCONJ'), ('خیلی', 'ADV'), ('زود', 'ADV'), ('تموم', 'ADJ,EZ'), ('میشه', 'NOUN')]"
در پیشنهاد ویژه فقط خوبه.اصلا قیمت اصلیش بهش نمیخوره.با اون قیمت حتی کمترش میشه کابل های با کیفیت انکر رو خرید,در پیشنهاد ویژه فقط خوبه اصلا قیمت اصلیش بهش نمیخوره با اون قیمت حتی کمترش میشه کابل‌های با کیفیت انکر رو خرید,"[('در', 'ADP'), ('پیشنهاد', 'NOUN,EZ'), ('ویژه', 'ADJ'), ('فقط', 'ADV'), ('خوبه', 'VERB'), ('اصلا', 'ADV'), ('قیمت', 'NOUN,EZ'), ('اصلیش', 'ADJ'), ('بهش', 'ADP'), ('نمیخوره', 'VERB'), ('با', 'ADP'), ('اون', 'DET'), ('قیمت', 'NOUN'), ('حتی', 'ADV'), ('کمترش', 'ADJ'), ('میشه', 'VERB'), ('کابل\u200cهای', 'NOUN,EZ'), ('با', 'ADP'), ('کیفیت', 'NOUN,EZ'), ('انکر', 'NOUN'), ('رو', 'ADP'), ('خرید', 'NOUN')]"
خوبه ولی عالی نیس,خوبه ولی عالی نیس,"[('خوبه', 'VERB'), ('ولی', 'CCONJ'), ('عالی', 'ADJ'), ('نیس', 'VERB')]"
"توی مشخصاتش ننوشته دورچسب
گلسای دورچسب تاچ گوشی رو ضعیف میکنه
گوشه های گلس به خوبی نمیچسبه و به همین دلیل وقتی که با گوشی کار میکنی گلس میچسبه رو صفحه و بلند میشه و صدا میده","توی مشخصاتش ننوشته دورچسب
گلسای دورچسب تاچ گوشی رو ضعیف میکنه
گوشه‌های گلس به خوبی نمیچسبه و به همین دلیل وقتی‌که با گوشی کار می‌کنی گلس میچسبه رو صفحه و بلند میشه و صدا میده","[('توی', 'ADP,EZ'), ('مشخصاتش', 'NOUN'), ('ننوشته', 'VERB'), ('دورچسب', 'NOUN,EZ'), ('گلسای', 'ADJ,EZ'), ('دورچسب', 'NOUN,EZ'), ('تاچ', 'NOUN'), ('گوشی', 'NOUN'), ('رو', 'ADP'), ('ضعیف', 'ADJ'), ('میکنه', 'VERB'), ('گوشه\u200cهای', 'NOUN,EZ'), ('گلس', 'NOUN'), ('به', 'ADP'), ('خوبی', 'NOUN'), ('نمیچسبه', 'VERB'), ('و', 'CCONJ'), ('به', 'ADP'), ('همین', 'DET'), ('دلیل', 'NOUN'), ('وقتی\u200cکه', 'CCONJ'), ('با', 'ADP'), ('گوشی', 'NOUN,EZ'), ('کار', 'NOUN'), ('می\u200cکنی', 'VERB'), ('گلس', 'NOUN'), ('میچسبه', 'NOUN'), ('رو', 'ADP'), ('صفحه', 'NOUN'), ('و', 'CCONJ'), ('بلند', 'ADJ,EZ'), ('میشه', 'NOUN'), ('و', 'CCONJ'), ('صدا', 'NOUN'), ('میده', 'VERB')]"
من اول فکر کردم جنسش خوب نیست و فنرش کوتاه ولی موقعه ای که خریداری کردم ازش خوشم اومد .  و الان ازش راضی هستم,من اول فکر کردم جنسش خوب نیست و فنرش کوتاه ولی موقعه‌ای که خریداری کردم ازش خوشم اومد و الان ازش راضی هستم,"[('من', 'PRON'), ('اول', 'ADV'), ('فکر', 'NOUN'), ('کردم', 'VERB'), ('جنسش', 'NOUN'), ('خوب', 'ADJ'), ('نیست', 'VERB'), ('و', 'CCONJ'), ('فنرش', 'NOUN'), ('کوتاه', 'ADJ'), ('ولی', 'CCONJ'), ('موقعه\u200cای', 'ADJ'), ('که', 'SCONJ'), ('خریداری', 'NOUN'), ('کردم', 'VERB'), ('ازش', 'ADP'), ('خوشم', 'ADJ'), ('اومد', 'VERB'), ('و', 'CCONJ'), ('الان', 'ADV'), ('ازش', 'ADP'), ('راضی', 'ADJ'), ('هستم', 'VERB')]"
اگه پولشو دارین در خریدش شک نکنید......,اگه پولشو دارین در خریدش شک نکنید … …,"[('اگه', 'SCONJ'), ('پولشو', 'ADP'), ('دارین', 'ADJ'), ('در', 'ADP'), ('خریدش', 'NOUN'), ('شک', 'NOUN'), ('نکنید', 'VERB'), ('…', 'PUNCT'), ('…', 'PUNCT')]"
شاید لازمم بشه,شاید لازمم بشه,"[('شاید', 'ADV'), ('لازمم', 'ADJ'), ('بشه', 'VERB')]"
بوش و ماندگاری خوب هست من خیلی دوستش دارم شب استفاده میکنی خیلی بهتر هست,بوش و ماندگاری خوب هست من خیلی دوستش دارم شب استفاده می‌کنی خیلی بهتر هست,"[('بوش', 'NOUN'), ('و', 'CCONJ'), ('ماندگاری', 'NOUN,EZ'), ('خوب', 'ADJ'), ('هست', 'VERB'), ('من', 'PRON'), ('خیلی', 'ADV'), ('دوستش', 'NOUN'), ('دارم', 'VERB'), ('شب', 'NOUN'), ('استفاده', 'NOUN'), ('می\u200cکنی', 'VERB'), ('خیلی', 'ADV'), ('بهتر', 'ADJ'), ('هست', 'VERB')]"
